일련번호,보유기술
DEV204,Assembly;Bash/Shell;C;Java;Matlab;PHP;Python;Docker;Git
DEV205,Elixir;Node.js;Python;Docker;Git;Terraform;Express;Laravel;AWS;Heroku;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL
DEV206,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Yarn;Angular;Angular.js;Flask;jQuery;React.js;Vue.js;Google Cloud Platform;Heroku;Couchbase;Firebase;MongoDB;PostgreSQL
DEV207,C;C++;Dart;Go;Docker;Git;Angular;AWS;DigitalOcean;PostgreSQL;SQLite
DEV208,Bash/Shell;PHP;Python;Docker;Git;FastAPI;Flask;Symfony;AWS;MySQL;SQLite
DEV209,C;Python;Git;SQLite
DEV210,Bash/Shell;Python
DEV211,C#;Git;Microsoft SQL Server
DEV212,Python;Git
DEV213,Bash/Shell;C++;HTML/CSS;Java;JavaScript;SQL;Git;Angular;jQuery;Spring;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL
DEV214,Bash/Shell;Dart;Node.js;TypeScript;Git;Vue.js;Google Cloud Platform;Heroku;Firebase;PostgreSQL;SQLite
DEV215,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;Node.js;Ruby;SQL;TypeScript;Chef;Git;Terraform;Unity 3D;Angular.js;ASP.NET Core ;jQuery;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV216,C++;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;Yarn;Angular;Express;jQuery;Spring;AWS;Google Cloud Platform;MongoDB;MySQL;PostgreSQL
DEV217,Bash/Shell;C;C++;Elixir;Erlang;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Express;Gatsby;React.js;Vue.js;AWS;Google Cloud Platform;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV218,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Angular;Angular.js;jQuery;Microsoft Azure;Microsoft SQL Server;SQLite
DEV219,PHP;Docker;Git;Angular;jQuery;AWS
DEV220,Bash/Shell;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;PowerShell;Python;SQL;TypeScript;VBA;Git;Angular;ASP.NET;ASP.NET Core ;Microsoft SQL Server;MySQL;SQLite
DEV221,HTML/CSS;JavaScript;Kotlin;Python;Git;Django;Microsoft SQL Server;SQLite
DEV222,Python;SQL;Git;AWS;PostgreSQL
DEV223,Bash/Shell;Go;Node.js;SQL;Docker;Git;Kubernetes;AWS;Google Cloud Platform;Cassandra;Elasticsearch;Firebase;MySQL;PostgreSQL;Redis
DEV224,HTML/CSS;JavaScript;Node.js;Git;React.js;AWS
DEV225,Bash/Shell;C;C++;Clojure;Java;JavaScript;PowerShell;Python;Ruby;Git;Flask;jQuery;React.js;AWS;DynamoDB;Elasticsearch
DEV226,JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;DigitalOcean;MongoDB;PostgreSQL
DEV227,Bash/Shell;Java;JavaScript;Kotlin;Docker;Git;React.js;Google Cloud Platform;Microsoft Azure;Cassandra;Elasticsearch;Firebase;Oracle
DEV228,C#;JavaScript;Python;TypeScript;Git;ASP.NET Core ;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server
DEV229,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;ASP.NET Core ;Express;jQuery;React.js;Google Cloud Platform;Elasticsearch;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;Redis
DEV230,Bash/Shell;C#;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;Ansible;Docker;Kubernetes;Terraform;Yarn;ASP.NET;React.js;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;Microsoft SQL Server;MySQL
DEV231,Bash/Shell;Go;Java;Node.js;Python;Ansible;Docker;Git;Kubernetes;Express;React.js;AWS;Elasticsearch;PostgreSQL;Redis
DEV232,Scala;TypeScript;Docker;Git;Kubernetes;Terraform;Google Cloud Platform;MySQL
DEV233,Bash/Shell;C++;PHP;PowerShell;Python;SQL;VBA;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite
DEV234,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Docker;Git;Kubernetes;jQuery;React.js;Spring;Microsoft Azure;IBM DB2;Microsoft SQL Server
DEV235,C++;HTML/CSS;JavaScript;PowerShell;Python;SQL;Docker;Git;Django;jQuery;React.js;AWS;MariaDB
DEV236,HTML/CSS;JavaScript;Ruby;Rust;SQL;TypeScript;Docker;Git;Yarn;React.js;Ruby on Rails;AWS;Heroku;PostgreSQL;Redis
DEV237,C;Java;Kotlin;Ruby;Git;Kubernetes;Terraform;React.js;Ruby on Rails;Spring;AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Elasticsearch;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite
DEV238,C#;Dart;HTML/CSS;PowerShell;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;Elasticsearch;Microsoft SQL Server;Redis;SQLite
DEV239,C#;HTML/CSS;Java;PowerShell;Python;SQL;Docker;Git;ASP.NET Core ;MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite
DEV240,JavaScript;Node.js;SQL;Git;AWS;DynamoDB;PostgreSQL
DEV241,Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;Docker;Git;Yarn;Spring;Vue.js;AWS;PostgreSQL;Redis;SQLite
DEV242,Bash/Shell;C++;Python;Git
DEV243,C#;HTML/CSS;JavaScript;PowerShell;SQL;ASP.NET;Microsoft SQL Server
DEV244,Bash/Shell;Java;Python;Scala;SQL;VBA;Docker;Git;AWS;Google Cloud Platform;MongoDB;MySQL;Oracle;Redis
DEV245,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;Ansible;Docker;Git;Kubernetes;React.js;Vue.js;AWS;Google Cloud Platform;Firebase;MongoDB;PostgreSQL;SQLite
DEV246,JavaScript;Python;Git;Django;FastAPI;Heroku;PostgreSQL
DEV247,HTML/CSS;JavaScript;Node.js;Python;Ruby;TypeScript;Git;Yarn;Express;Flask;React.js;Ruby on Rails;AWS;DynamoDB;Elasticsearch;PostgreSQL
DEV248,C++;HTML/CSS;JavaScript;Node.js;Objective-C;TypeScript;Git;Yarn;Angular;Django;Gatsby;React.js;AWS;Microsoft Azure
DEV249,C#;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;React.js;Heroku;Microsoft Azure;DynamoDB;Firebase;Microsoft SQL Server;MongoDB;PostgreSQL
DEV250,HTML/CSS;JavaScript;PHP;Python;SQL;Git;Drupal;jQuery;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle
DEV251,C#;JavaScript;Node.js;TypeScript;Docker;Git;ASP.NET;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server
DEV252,HTML/CSS;JavaScript;Node.js;TypeScript;Git;Express;React.js;Vue.js;IBM Cloud or Watson;IBM DB2
DEV253,JavaScript;Docker;React.js
DEV254,HTML/CSS;Java;JavaScript;SQL;Docker;Git;Kubernetes;Angular;Angular.js;jQuery;Spring;Oracle Cloud Infrastructure;MongoDB;MySQL;Oracle;PostgreSQL
DEV255,Bash/Shell;C;C++;Perl
DEV256,Bash/Shell;Java;JavaScript;Kotlin;Python;SQL;TypeScript;Git;Angular;Spring;AWS;DynamoDB;IBM DB2;MySQL;Redis
DEV257,Bash/Shell;JavaScript;TypeScript;Git;AWS
DEV258,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Node.js;SQL;Docker;Git;Spring;AWS;Microsoft SQL Server;PostgreSQL
DEV259,Java;PHP;R;Git;AWS;MySQL
DEV260,Bash/Shell;Python;SQL;Docker;Kubernetes;AWS;DynamoDB;PostgreSQL;Redis
DEV261,Java;Python;Docker;Git;PostgreSQL
DEV262,HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Express;jQuery;Svelte;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL;Redis
DEV263,JavaScript;Node.js;Git;Yarn;Gatsby;React.js;AWS;DynamoDB;Firebase
DEV264,C#;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server
DEV265,Bash/Shell;C#;C++;PowerShell;SQL;Git;SQLite
DEV266,C#;HTML/CSS;JavaScript;TypeScript;Git;Angular;ASP.NET Core ;Oracle
DEV267,HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Yarn;Django;Express;Flask;React.js;AWS;Google Cloud Platform;Heroku;DynamoDB;MongoDB;PostgreSQL;SQLite
DEV268,Bash/Shell;C#;Java;Python;Docker;Git;ASP.NET Core ;PostgreSQL
DEV269,C#;HTML/CSS;JavaScript;SQL;VBA;Git;ASP.NET;jQuery;AWS;Microsoft SQL Server;MySQL
DEV270,Bash/Shell;JavaScript;Node.js;Python;R;SQL;TypeScript;Docker;Git;Kubernetes;Flask;React.js;AWS;Oracle Cloud Infrastructure;MySQL;Oracle;PostgreSQL
DEV271,Bash/Shell;C;C++;HTML/CSS;JavaScript;Matlab;Node.js;Python;Rust;SQL;Git;Kubernetes;Yarn;Django;AWS;DigitalOcean;PostgreSQL;Redis
DEV272,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;ASP.NET Core ;Express;jQuery;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server
DEV273,Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Django;Flask;jQuery;React.js;Ruby on Rails;Spring;Heroku;Microsoft Azure;MySQL;PostgreSQL;Redis;SQLite
DEV274,HTML/CSS;Java;JavaScript;SQL;TypeScript;Docker;Git;React.js;AWS;PostgreSQL
DEV275,C#;Java;Objective-C;Python;Swift;Git;Unity 3D;Django;AWS;Google Cloud Platform;Firebase;MySQL;SQLite
DEV276,Java;Kotlin;Python;VBA;Git;Spring;Microsoft SQL Server
DEV277,Bash/Shell;HTML/CSS;Java;Python;R;SQL;Docker;jQuery;Spring;MySQL
DEV278,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Git;Flask;Spring;AWS;Elasticsearch;MariaDB;Oracle
DEV279,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;jQuery;Laravel;React.js;Symfony;Vue.js;AWS;Microsoft Azure;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV280,HTML/CSS;JavaScript;Ruby;SQL;Yarn;jQuery;Ruby on Rails;MySQL
DEV281,Bash/Shell;JavaScript;Node.js;Python;TypeScript;Docker;Git;React.js;AWS;DynamoDB;PostgreSQL
DEV282,Java;JavaScript;Node.js;Python;SQL;Git;jQuery;React.js;Spring;MariaDB;Oracle
DEV283,Bash/Shell;C;Clojure;Groovy;HTML/CSS;JavaScript;Node.js;Python;Rust;SQL;TypeScript;Ansible;Git;Express;Flask;React.js;AWS;PostgreSQL
DEV284,C;JavaScript;Matlab;Node.js;Python
DEV285,C;HTML/CSS;JavaScript;Rust;Docker;Git;Vue.js
DEV286,Bash/Shell;C;C++;Matlab;Python;Git
DEV287,HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript;Docker;Git;Yarn;Django;jQuery;React.js;DigitalOcean;Heroku;PostgreSQL;Redis;SQLite
DEV288,C++;Crystal;Java;JavaScript;Node.js;Rust;Ansible;Docker;Git;Terraform;Express;AWS;Redis
DEV289,C++;Python;R;SQL;VBA;Git;AWS;Google Cloud Platform;Oracle
DEV290,Bash/Shell;C++;Python;Ansible;Docker;Git
DEV291,C#;C++;F#;Git
DEV292,Bash/Shell;Groovy;Java;Docker;Git;Kubernetes;Terraform;Spring;AWS;Google Cloud Platform;IBM DB2
DEV293,Python;SQL;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite
DEV294,C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA;Git;Unity 3D;ASP.NET;ASP.NET Core ;jQuery;AWS;MariaDB;Microsoft SQL Server;MySQL;SQLite
DEV295,Assembly;Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;Ruby;SQL;Ansible;Docker;Git;Express;React.js;Ruby on Rails;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL
DEV296,Groovy;Java;SQL;Git;Oracle
DEV297,Bash/Shell;C++;Java;Docker;Git
DEV298,Bash/Shell;JavaScript;PHP;Python;TypeScript;Git;Kubernetes;Terraform;FastAPI;Flask;React.js;AWS;DynamoDB;MySQL;Redis
DEV299,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;ASP.NET;Express;React.js;AWS;Heroku;Firebase;MongoDB;PostgreSQL;Redis
DEV300,C++;Dart;Go;Java;JavaScript;Matlab;Node.js;PHP;PowerShell;Python;R;SQL;Deno;Docker;Git;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;Flask;jQuery;Laravel;React.js;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite
DEV301,C++;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;Express;Flask;Spring;Google Cloud Platform;MongoDB
DEV302,HTML/CSS;Java;JavaScript;Node.js;Docker;Git;Kubernetes;Angular;React.js;AWS;Heroku;MongoDB;MySQL;PostgreSQL;Redis
DEV303,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Git;jQuery;Microsoft Azure;MariaDB;MongoDB;MySQL
DEV304,HTML/CSS;JavaScript;Git
DEV305,Bash/Shell;Java;Python;Rust;Docker;Git;Kubernetes;Terraform;Yarn;Django;AWS;Google Cloud Platform;PostgreSQL
DEV306,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Ansible;Docker;Git;Kubernetes;Angular.js;Django;Express;Flask;jQuery;React.js;AWS;Google Cloud Platform;Cassandra;DynamoDB;MongoDB;MySQL;PostgreSQL;Redis
DEV307,JavaScript;Node.js;React.js;SQLite
DEV308,Bash/Shell;C;C++;Go;HTML/CSS;Ansible;Docker;Git;Kubernetes;AWS;Google Cloud Platform;Oracle
DEV309,HTML/CSS;Java;JavaScript;PHP;SQL;Git;Angular.js;jQuery;Spring;Elasticsearch;Oracle
DEV310,Bash/Shell;Java;Python;SQL;Docker;Git;SQLite
DEV311,HTML/CSS;Java;JavaScript;TypeScript;Angular;Laravel;Elasticsearch;Firebase
DEV312,Java;Python;Git;MySQL;SQLite
DEV313,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;SQLite
DEV314,HTML/CSS;JavaScript;TypeScript;Git;Angular;Microsoft Azure
DEV315,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Xamarin;Angular.js;ASP.NET;ASP.NET Core ;Flask;jQuery;React.js;AWS;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle
DEV316,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;Perl;PowerShell;Python;Rust;SQL;Docker;Git;Kubernetes;Puppet;ASP.NET;ASP.NET Core ;Django;Flask;React.js;Svelte;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;Oracle;PostgreSQL;Redis;SQLite
DEV317,C++
DEV318,Bash/Shell;Python;Docker;Git;Django;Flask;AWS;MariaDB;MySQL;PostgreSQL;SQLite
DEV319,C#;Go;HTML/CSS;JavaScript;SQL;Git;ASP.NET Core ;jQuery;Vue.js;Microsoft SQL Server
DEV320,C#;HTML/CSS;Java;JavaScript;SQL;VBA;Git;Angular.js;ASP.NET;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL
DEV321,Bash/Shell;C;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Express;Flask;jQuery;React.js;Spring;AWS;DigitalOcean;Google Cloud Platform;DynamoDB;Elasticsearch;Firebase;MySQL;Redis;SQLite
DEV322,Java;Python;Scala;Git;Kubernetes;Django;Spring;AWS;MongoDB;PostgreSQL
DEV323,Python;SQL;MySQL;PostgreSQL
DEV324,Java;Kotlin;Objective-C;SQL;Docker;Git;AWS;Google Cloud Platform;Firebase;MySQL;Oracle;PostgreSQL;SQLite
DEV325,C++;Groovy;Java;Python;Docker;Git;Kubernetes;Terraform;Spring;Microsoft Azure;MySQL;Oracle;PostgreSQL;SQLite
DEV326,Bash/Shell;C;C++;Java;JavaScript;Python;Ansible;Docker;Git;Kubernetes;AWS;Cassandra;PostgreSQL
DEV327,Bash/Shell;HTML/CSS;Java;Docker;Git;Spring;Microsoft SQL Server;MySQL;Oracle
DEV328,Go;HTML/CSS;JavaScript;Node.js;Python;Rust;TypeScript;Docker;Git;Express;MariaDB
DEV329,C;C#;C++;HTML/CSS;Java;PHP;PowerShell;Rust;SQL;Docker;Git;ASP.NET;Spring;MariaDB;Microsoft SQL Server;PostgreSQL
DEV330,C;C++;Go;Java;JavaScript;Node.js;Python;R;Ruby;SQL;Docker;Git;Yarn;Express;jQuery;React.js;Ruby on Rails;AWS;Heroku;DynamoDB;MongoDB;PostgreSQL
DEV331,Python;Swift;Docker;Git;Kubernetes;Django;Flask;AWS;Heroku;MongoDB;MySQL;PostgreSQL;Redis
DEV332,C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;ASP.NET Core ;Microsoft SQL Server
DEV333,Elixir;Erlang;Git;Terraform;AWS
DEV334,C#;HTML/CSS;JavaScript;Node.js;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server
DEV335,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Git;Angular;Django;Express;Spring;AWS;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis
DEV336,Go;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Kubernetes;React.js;DigitalOcean;Google Cloud Platform;MongoDB;MySQL;PostgreSQL;Redis
DEV337,C#;Java;JavaScript;SQL;TypeScript;Docker;Git;Terraform;Yarn;ASP.NET;ASP.NET Core ;Spring;Microsoft Azure;Microsoft SQL Server;Redis
DEV338,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Gatsby;jQuery;Laravel;React.js;Elasticsearch;MariaDB;MySQL
DEV339,C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;Git;Microsoft SQL Server
DEV340,C++;Python
DEV341,Delphi;Git;Microsoft SQL Server;SQLite
DEV342,Bash/Shell;C#;HTML/CSS;JavaScript;PHP;SQL;Docker;Git;jQuery;Symfony;AWS;DigitalOcean;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis
DEV343,HTML/CSS;Java;JavaScript;SQL;Ansible;Git;React.js;Spring;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis
DEV344,C;C#;C++;HTML/CSS;JavaScript;Python;Git;Unity 3D;Flask;DigitalOcean;MySQL;SQLite
DEV345,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;Deno;Git;Yarn;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Microsoft SQL Server;MongoDB;PostgreSQL
DEV346,C++;HTML/CSS;JavaScript;Node.js;Git;jQuery;AWS;MongoDB
DEV347,C#;HTML/CSS;JavaScript;PHP;Git;ASP.NET;jQuery;Microsoft Azure;Microsoft SQL Server;MySQL
DEV348,C;Java;Perl
DEV349,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Terraform;Yarn;Express;React.js;Spring;AWS;Heroku;DynamoDB;MySQL;PostgreSQL;Redis
DEV350,Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Angular;Express;AWS;Heroku;MongoDB;PostgreSQL
DEV351,C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;ASP.NET;Gatsby;jQuery;Laravel;React.js;Vue.js;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL
DEV352,Java;Kotlin;SQL;Git;SQLite
DEV353,Python;Docker;Git;Terraform;Flask;AWS;DigitalOcean;Google Cloud Platform;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV354,Bash/Shell;HTML/CSS;JavaScript;Julia;Python;Docker;Git;Kubernetes;jQuery;Vue.js;AWS;Heroku;Microsoft Azure;PostgreSQL
DEV355,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript;Git;Angular;Spring;PostgreSQL
DEV356,C#;F#;Java;JavaScript;PowerShell;SQL;Ansible;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Microsoft SQL Server
DEV357,Matlab;Python
DEV358,Kotlin;Git;React.js;Svelte;Firebase
DEV359,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;ASP.NET;ASP.NET Core ;jQuery;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server
DEV360,C#;Go;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Puppet;ASP.NET;ASP.NET Core ;DigitalOcean;Microsoft Azure;Microsoft SQL Server;MySQL;Redis
DEV361,Java;Kotlin;Git;AWS
DEV362,C++;Go;HTML/CSS;JavaScript;Node.js;Python;Ansible;Docker;Git;Express;Vue.js;DigitalOcean;Elasticsearch;MongoDB;Redis
DEV363,Bash/Shell;Scala;Git;Yarn;Microsoft Azure
DEV364,Bash/Shell;Java;JavaScript;Perl;Python;R;Docker;Git;Flask;jQuery;AWS;MySQL;PostgreSQL
DEV365,Java;Kotlin;SQL;Git;Spring;MySQL;SQLite
DEV366,C#;Matlab;Unity 3D
DEV367,Go;HTML/CSS;JavaScript;Ruby;SQL;Docker;Git;Kubernetes;Terraform;React.js;Ruby on Rails;Google Cloud Platform;Heroku;PostgreSQL
DEV368,Bash/Shell;C#;Delphi;HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;PHP;PowerShell;Python;SQL;VBA;Git;jQuery;Laravel;React.js;Vue.js;MariaDB;Microsoft SQL Server;MySQL;SQLite
DEV369,C;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;Docker;Git;Yarn;Express;Flask;jQuery;React.js;Heroku;MongoDB;MySQL
DEV370,C#;HTML/CSS;SQL;Git;ASP.NET;jQuery;Microsoft Azure;Microsoft SQL Server
DEV371,Bash/Shell;C;C#;Dart;HTML/CSS;JavaScript;Objective-C;PHP;Python;SQL;Docker;Git;Xamarin;Yarn;ASP.NET;ASP.NET Core ;Drupal;jQuery;React.js;Ruby on Rails;AWS;Couchbase;DynamoDB;Microsoft SQL Server
DEV372,C;Java;Kotlin;Git;Spring;Vue.js;AWS;MongoDB
DEV373,Swift;Firebase;MongoDB
DEV374,C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;Git;Angular;Django;Flask;jQuery;Firebase;PostgreSQL;SQLite
DEV375,Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;Git;Angular.js;jQuery;Laravel;Symfony;Vue.js;DigitalOcean;MySQL;PostgreSQL;SQLite
DEV376,C#;HTML/CSS;JavaScript;SQL;Git;Angular.js;ASP.NET;jQuery;Microsoft SQL Server;SQLite
DEV377,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;PHP;Python;SQL;TypeScript;Chef;Git;ASP.NET;Drupal;jQuery;React.js;Google Cloud Platform;Cassandra;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis
DEV378,Java;Python;SQL;Docker;Flask;AWS;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;Cassandra;Microsoft SQL Server;MySQL
DEV379,Java;SQL;Docker;Git;Spring;Microsoft Azure;Oracle;PostgreSQL;Redis
DEV380,Git;Oracle
DEV381,HTML/CSS;Kotlin;Swift;Git;Django;AWS;Google Cloud Platform;Firebase;SQLite
DEV382,HTML/CSS;JavaScript;Scala;TypeScript;Git;Angular;Spring
DEV383,C#;TypeScript;Docker;Angular;ASP.NET Core ;AWS;PostgreSQL
DEV384,Bash/Shell;C++;HTML/CSS;JavaScript;Node.js;Git;Express;Vue.js;DigitalOcean;MongoDB;MySQL;Redis
DEV385,Dart;Java;JavaScript;Kotlin;PHP;Git;Google Cloud Platform;MySQL
DEV386,Bash/Shell;Dart;Java;JavaScript;Kotlin;TypeScript;Git;Cassandra;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite
DEV387,Python;R;SQL;Git;AWS
DEV388,Objective-C;Swift;Git;AWS;Heroku;Firebase;MySQL;SQLite
DEV389,Bash/Shell;C++;HTML/CSS;PHP;Python;R;Docker;Git;Symfony;Vue.js
DEV390,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;Git;jQuery;DigitalOcean;SQLite
DEV391,Bash/Shell;Go;HTML/CSS;JavaScript;Node.js;Perl;PHP;Python;SQL;Git;jQuery;Laravel;DigitalOcean;MariaDB
DEV392,HTML/CSS;JavaScript;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;MongoDB;PostgreSQL
DEV393,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Oracle
DEV394,Bash/Shell;C;C#;JavaScript;Python;SQL;Git;Microsoft SQL Server
DEV395,Bash/Shell;PowerShell;Python;R;SQL;Docker;Git;AWS;Google Cloud Platform;DynamoDB;PostgreSQL;SQLite
DEV396,Bash/Shell;Python;R;SQL;Git;PostgreSQL
DEV397,HTML/CSS;JavaScript;PHP;SQL;Git;jQuery;Laravel;Vue.js;AWS;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite
DEV398,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;Angular;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server
DEV399,Java;JavaScript;Scala;SQL;Ansible;Docker;Kubernetes;Terraform;Express;React.js;Spring;Vue.js;AWS;DigitalOcean;DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL
DEV400,Clojure;Java;Python;Docker;Git;Terraform;FastAPI;AWS;Elasticsearch;PostgreSQL
DEV401,Go;HTML/CSS;Java;JavaScript;SQL;Docker;Kubernetes;Terraform;Spring;AWS;DigitalOcean;PostgreSQL;Redis;SQLite
DEV402,Bash/Shell;HTML/CSS;PHP;Ansible;Docker;Git;Drupal;jQuery;Laravel;AWS;Elasticsearch;MariaDB;MySQL;SQLite
