일련번호,보유기술
DEV25053,HTML/CSS;Java;JavaScript;PHP;SQL;npm;Yarn;jQuery;Laravel;Next.js;Node.js;React.js;Vue.js;DigitalOcean;Managed Hosting;MongoDB;MySQL;PostgreSQL;SQLite
DEV25054,Java;Kotlin;SQL;Ansible;Docker;Kubernetes;npm;MySQL;Oracle;Redis
DEV25055,Bash/Shell;Go;Groovy;HTML/CSS;JavaScript;Python;TypeScript;Docker;Homebrew;Terraform;Django;Flask;React.js;AWS;PostgreSQL
DEV25056,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;Homebrew;npm;Yarn;Django;jQuery;Node.js;React.js;Svelte;Vue.js;Google Cloud;MySQL;SQLite
DEV25057,C#;HTML/CSS;JavaScript;SQL;TypeScript;npm;Angular;ASP.NET;ASP.NET Core ;jQuery;Next.js;Node.js;React.js;Microsoft Azure;Microsoft SQL Server
DEV25058,Java;Docker;Kubernetes;Google Cloud;IBM Cloud or Watson;Cassandra;Elasticsearch;MySQL;PostgreSQL;Redis
DEV25059,APL;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;LISP;Lua;MATLAB;PHP;PowerShell;Python;R;SQL;ASP.NET;Django;Google Cloud;VMware
DEV25060,Java;SQL;Docker;AWS;Firebase;MySQL
DEV25061,Delphi;JavaScript;Python;R;SQL;AWS;DigitalOcean;Google Cloud;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL;SQLite
DEV25062,JavaScript;Ruby;TypeScript;Docker;npm;Terraform;Next.js;React.js;Ruby on Rails;AWS;MariaDB;MySQL
DEV25063,Dart;HTML/CSS;JavaScript;TypeScript;npm;Express;Next.js;Node.js;React.js;AWS;Firebase
DEV25064,HTML/CSS;Java;JavaScript;Python;TypeScript;Ansible;Chef;Docker;Kubernetes;npm;Terraform;Angular;Angular.js;Node.js;React.js;AWS;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure;DynamoDB;MongoDB;MySQL;Oracle
DEV25065,C;C++;MATLAB
DEV25066,Bash/Shell;C++;Clojure;Groovy;Haskell;Java;PowerShell;Python;Docker;Kubernetes;AWS;VMware;MySQL;SQLite
DEV25067,JavaScript;Solidity;SQL;TypeScript;Docker;npm;Puppet;Terraform;Yarn;Next.js;Node.js;React.js;AWS;Firebase;Cloud Firestore;MongoDB;MySQL;Redis
DEV25068,HTML/CSS;Java;JavaScript;Node.js
DEV25069,JavaScript;Python;TypeScript;Docker;Express;Node.js;React.js;Google Cloud;Cloud Firestore;Elasticsearch;PostgreSQL;Redis
DEV25070,APL;JavaScript;PHP;SQL;TypeScript;Angular;Express;jQuery;Next.js;Node.js;React.js;Firebase;Google Cloud;Cassandra;MongoDB;MySQL;Firebase Realtime Database
DEV25071,Python;Docker;Kubernetes;Terraform;AWS
DEV25072,C++;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;npm;Node.js;React.js;AWS;Heroku;MongoDB;MySQL;SQLite
DEV25073,C;C++;Python;Docker;Homebrew;Kubernetes;AWS;DynamoDB;Elasticsearch;MongoDB;Redis
DEV25074,HTML/CSS;Java;JavaScript;Python;SQL;Docker;Kubernetes;npm;Angular;Node.js;React.js;Heroku;Microsoft SQL Server;MongoDB;MySQL
DEV25075,Python;Django;Flask;Elasticsearch;MongoDB;MySQL;Oracle
DEV25076,Bash/Shell;HTML/CSS;JavaScript;Perl;PowerShell;Python;SQL;Docker;Homebrew;Kubernetes;npm;Yarn;Django;FastAPI;Flask;jQuery;Node.js;Symfony;AWS;DigitalOcean;Heroku;Microsoft Azure;DynamoDB;MariaDB;PostgreSQL;SQLite
DEV25077,HTML/CSS;JavaScript;TypeScript;Angular;Express;jQuery;Next.js;React.js;Vue.js;Microsoft Azure;MongoDB;MySQL
DEV25078,Java;IBM DB2
DEV25079,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;AWS;Firebase;Google Cloud;Heroku;VMware;Microsoft SQL Server;MySQL;PostgreSQL
DEV25080,Dart;PHP;AWS;DigitalOcean;Firebase;Heroku;Cloud Firestore;MySQL;SQLite
DEV25081,C;Java;SQL;Docker;Homebrew;Microsoft SQL Server;MySQL
DEV25082,
DEV25083,Bash/Shell;C;C++;Fortran;Python;Rust;SQL;Docker;MySQL
DEV25084,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Docker;Kubernetes;npm;Puppet;Express;Node.js;React.js;Firebase;Google Cloud;Heroku;Microsoft Azure;Cloud Firestore;MongoDB;MySQL;Firebase Realtime Database;Redis
DEV25085,JavaScript;Express;React.js;Heroku;MongoDB
DEV25086,Dart;Java;Python;Django;Firebase;Google Cloud;Heroku;PostgreSQL;Firebase Realtime Database;SQLite
DEV25087,HTML/CSS;Java;JavaScript;PHP;TypeScript;npm;Yarn;Angular;Angular.js;React.js
DEV25088,HTML/CSS;JavaScript;Rust;npm;Express;Node.js;React.js;AWS;MongoDB;PostgreSQL
DEV25089,Python;SQL;IBM DB2
DEV25090,Java;PowerShell;Oracle
DEV25091,Bash/Shell;Go;HTML/CSS;JavaScript;Python;Rust;SQL;Docker;npm;Django;FastAPI;React.js;Google Cloud;Linode;MongoDB;PostgreSQL;Redis
DEV25092,HTML/CSS;Java;JavaScript;TypeScript;Angular;jQuery;Next.js;Node.js;Microsoft Azure;MongoDB;MySQL
DEV25093,C;C#;C++;JavaScript;SQL;TypeScript;npm;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;AWS;Firebase;MySQL;PostgreSQL
DEV25094,HTML/CSS;JavaScript;TypeScript;Docker;Homebrew;npm;Django;Laravel;Next.js;React.js;Ruby on Rails;AWS;Google Cloud;MySQL
DEV25095,Java;Kotlin;Python;Unity 3D;AWS;Firebase;Heroku;PostgreSQL;SQLite
DEV25096,C#;HTML/CSS;Java;JavaScript;PowerShell;Ruby;SQL;TypeScript;VBA;npm;Angular;ASP.NET Core ;Blazor;jQuery;Node.js;Vue.js;Microsoft Azure;Microsoft SQL Server;SQLite
DEV25097,Dart;Firebase
DEV25098,Assembly;Java;JavaScript;AWS;DynamoDB;Oracle
DEV25099,C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;TypeScript;npm;Yarn;Angular;ASP.NET;Django;Express;jQuery;Node.js;Microsoft SQL Server;MongoDB;MySQL
DEV25100,HTML/CSS;JavaScript;PHP;Docker;npm;Yarn;Laravel;Node.js;React.js;Symfony;Vue.js;DigitalOcean;Microsoft Azure;MariaDB;MySQL;Redis;SQLite
DEV25101,C++;JavaScript;PHP;SQL;Symfony;MySQL;Redis
DEV25102,Java;JavaScript;PowerShell;SQL;TypeScript;Express;Node.js;React.js;Microsoft Azure;MySQL;Oracle
DEV25103,Java;Objective-C;npm;AWS;Firebase;MySQL;SQLite
DEV25104,C#;HTML/CSS;JavaScript;SQL;npm;Yarn;Node.js;React.js;Oracle;PostgreSQL
DEV25105,Bash/Shell;JavaScript;npm;Node.js;Vue.js;MongoDB
DEV25106,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Perl;Python;Swift;VBA;SQLite
DEV25107,Swift;npm;React.js;Firebase Realtime Database
DEV25108,HTML/CSS;JavaScript;Ruby;Homebrew;npm;Ruby on Rails;AWS;MongoDB;Redis
DEV25109,HTML/CSS;Java;JavaScript;npm;React.js;MongoDB
DEV25110,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Docker;npm;Express;jQuery;Node.js;DigitalOcean;Firebase;MySQL;Redis;SQLite
DEV25111,C#;Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript;Docker;npm;Terraform;Angular;Angular.js;ASP.NET Core ;Express;Next.js;Node.js;React.js;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Microsoft Azure;Microsoft SQL Server;MongoDB;Firebase Realtime Database
DEV25112,HTML/CSS;JavaScript;SQL;npm;Yarn;Angular;Angular.js;Express;Node.js;React.js;AWS;Google Cloud;Heroku;DynamoDB;MariaDB;MongoDB;MySQL;Neo4j
DEV25113,Swift;Angular.js;Firebase;SQLite
DEV25114,HTML/CSS;Java;SQL;TypeScript;npm;Angular;Angular.js;IBM DB2;MySQL;Oracle;PostgreSQL;SQLite
DEV25115,Assembly;C;C++;MATLAB;Python;Docker;Kubernetes;Microsoft Azure
DEV25116,Go;JavaScript;PHP;SQL;Docker;Homebrew;npm;Laravel;Vue.js;AWS;MongoDB
DEV25117,HTML/CSS;JavaScript;SQL;Microsoft Azure
DEV25118,C#;JavaScript;SQL;npm;Yarn;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js;Heroku;Managed Hosting;Microsoft SQL Server;MySQL;PostgreSQL
DEV25119,Bash/Shell;C;C++;Elixir;Go;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;Angular;Angular.js;Django;Express;FastAPI;Fastify;Gatsby;jQuery;Next.js;Node.js;React.js;Svelte;AWS;DigitalOcean;Google Cloud;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV25120,C++;HTML/CSS;Java;JavaScript;Python;TypeScript;Docker;npm;Unreal Engine;Angular;Django;Express;FastAPI;jQuery;Node.js;React.js;AWS;Firebase;Google Cloud;Heroku;CouchDB;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite
DEV25121,Objective-C;Swift;Homebrew;npm;Node.js;React.js;Firebase;Google Cloud;SQLite
DEV25122,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;npm;Yarn;Express;jQuery;Laravel;Next.js;React.js;AWS;MongoDB;MySQL
DEV25123,C++;HTML/CSS;JavaScript;Python;SQL;Unity 3D;Flask;jQuery;Heroku;VMware;MySQL;Oracle;PostgreSQL
DEV25124,Bash/Shell;HTML/CSS;JavaScript;SQL;TypeScript;npm;Angular;Express;jQuery;Node.js;Firebase;Heroku;MongoDB;PostgreSQL
DEV25125,Python;TypeScript;Ansible;Docker;Kubernetes;Pulumi;Terraform;Flask;AWS;IBM DB2;MySQL
DEV25126,Bash/Shell;Python;SQL;Yarn;Django;Flask;Elasticsearch;MySQL
DEV25127,HTML/CSS;JavaScript;TypeScript;Homebrew;npm;Yarn;React.js
DEV25128,Elixir;HTML/CSS;JavaScript;SQL;Docker;Next.js;Phoenix;Google Cloud;PostgreSQL
DEV25129,Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;Solidity;SQL;TypeScript;VBA;Docker;npm;Yarn;Angular;Angular.js;ASP.NET;Django;Flask;React.js;AWS;DigitalOcean;Google Cloud;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV25130,Assembly;Bash/Shell;Haskell;HTML/CSS;Java;JavaScript;Perl;Python;SQL;Docker;npm;Angular;Angular.js;Node.js;AWS;MySQL;PostgreSQL;SQLite
DEV25131,C++;Go;Python;Ruby;Docker;npm;Django;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL;SQLite
DEV25132,HTML/CSS;JavaScript;npm;Express;Node.js;React.js;AWS;Firebase;Heroku;MongoDB
DEV25133,HTML/CSS;JavaScript;Python;Node.js;React.js;AWS;DigitalOcean;MongoDB;MySQL
DEV25134,HTML/CSS;JavaScript;Kotlin;SQL;TypeScript;Homebrew;npm;Yarn;Angular;Django;Express;Node.js;React.js;AWS;Microsoft SQL Server;MySQL
DEV25135,C#;HTML/CSS;TypeScript;npm;Angular;SQLite
DEV25136,Dart;Java;Kotlin;Play Framework;AWS;DigitalOcean;Firebase;MySQL;PostgreSQL;Firebase Realtime Database;SQLite
DEV25137,Java;Kotlin;AWS;SQLite
DEV25138,C#;Unity 3D;Microsoft Azure
DEV25139,HTML/CSS;Java;JavaScript;SQL;Docker;jQuery
DEV25140,C;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Homebrew;Yarn;AWS;Neo4j;PostgreSQL
DEV25141,HTML/CSS;Java;JavaScript;PHP;TypeScript;Docker;Homebrew;Kubernetes;Next.js;React.js;AWS;DynamoDB;MySQL
DEV25142,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Yarn;Django;Express;Laravel;Node.js;React.js;Vue.js;AWS;DigitalOcean;Google Cloud;Heroku;Linode;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV25143,C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;PowerShell;Python;R;Solidity;SQL;TypeScript;Docker;Flow;Homebrew;Kubernetes;npm;Terraform;Unity 3D;Unreal Engine;Yarn;Angular;Angular.js;ASP.NET;Django;Express;Fastify;Flask;Gatsby;jQuery;Laravel;Next.js;Node.js;Nuxt.js;React.js;Ruby on Rails;Svelte;Symfony;Vue.js;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Linode;Managed Hosting;Microsoft Azure;OpenStack;Cassandra;Cloud Firestore;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Firebase Realtime Database;Redis;SQLite
DEV25144,C;Java;JavaScript;Kotlin;SQL;Unity 3D;React.js;Firebase;Cloud Firestore;MySQL
DEV25145,HTML/CSS;JavaScript;TypeScript;Docker;npm;Yarn;React.js;AWS;Elasticsearch;MySQL;Redis
DEV25146,C;C++;Java;JavaScript;Python;SQL;Docker;npm;Node.js;React.js;AWS;Google Cloud;MySQL;Oracle
DEV25147,Bash/Shell;Elixir;HTML/CSS;JavaScript;Python;TypeScript;Docker;Homebrew;Next.js;Phoenix;AWS;DynamoDB;PostgreSQL
DEV25148,Go;Java;JavaScript;Kotlin;Ruby;Docker;Homebrew;Kubernetes;React.js;Ruby on Rails;AWS;Google Cloud;MySQL;PostgreSQL;Redis
DEV25149,Java;Python;Scala;Docker;Kubernetes;VMware;Elasticsearch
DEV25150,Bash/Shell;C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;Docker;npm;Yarn;Fastify;Next.js;React.js;Vue.js;Firebase;Google Cloud;Cloud Firestore;MongoDB;MySQL
DEV25151,C#;C++;Groovy;Python
DEV25152,HTML/CSS;JavaScript;SQL;TypeScript;Docker;npm;Yarn;Angular;Next.js;Node.js;React.js;AWS;Firebase;Google Cloud;Heroku;Microsoft Azure;Cloud Firestore;Elasticsearch;MariaDB;MySQL
DEV25153,HTML/CSS;JavaScript;PHP;SQL;npm;jQuery;React.js;AWS;DigitalOcean;MySQL
DEV25154,C++;HTML/CSS;Java;JavaScript;TypeScript;npm;Node.js;React.js;AWS
DEV25155,C#;JavaScript;PowerShell;TypeScript;Docker;Kubernetes;npm;Terraform;Angular;ASP.NET Core ;Blazor;Node.js;AWS;Microsoft Azure;Couchbase;Microsoft SQL Server;Redis
DEV25156,Haskell;Java;SQL;Swift;Homebrew;PostgreSQL
DEV25157,HTML/CSS;JavaScript;PHP;SQL;npm;Angular;Angular.js;jQuery;Node.js;AWS;Firebase;Google Cloud;MySQL
DEV25158,C++
DEV25159,Bash/Shell;C;C++;HTML/CSS;Java;Python;Ansible;Docker;Terraform;Microsoft Azure;Cassandra;Elasticsearch;MariaDB;MySQL;PostgreSQL
DEV25160,C#;PowerShell;SQL;ASP.NET;Microsoft SQL Server;MySQL;SQLite
DEV25161,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript;Docker;npm;Yarn;Angular;Express;Flask;Node.js;React.js;Svelte;AWS;Heroku;Cloud Firestore;MongoDB;Neo4j
DEV25162,Java;Python;SQL;Docker;AWS;Heroku;Cassandra;Elasticsearch;MongoDB;MySQL;Redis
DEV25163,HTML/CSS;JavaScript;TypeScript;Docker;Kubernetes;Express;Node.js;React.js;AWS;DigitalOcean;MongoDB
DEV25164,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;Docker;jQuery;Symfony;MariaDB;MySQL;PostgreSQL;SQLite
DEV25165,Bash/Shell;Python;SQL;Docker;Homebrew;FastAPI;Flask;AWS;Elasticsearch;MySQL;PostgreSQL
DEV25166,HTML/CSS;Java;Firebase;Google Cloud;VMware
DEV25167,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Homebrew;Kubernetes;npm;Yarn;Express;Flask;jQuery;Node.js;React.js;AWS;Firebase;Google Cloud;Elasticsearch;MySQL
DEV25168,C
DEV25169,Dart;HTML/CSS;Java;JavaScript;Solidity;TypeScript;Chef;Homebrew;npm;Node.js;React.js;Vue.js;Firebase;Google Cloud;Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite
DEV25170,Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Docker;Homebrew;Kubernetes;npm;ASP.NET;ASP.NET Core ;Blazor;AWS;Google Cloud;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite
DEV25171,Bash/Shell;Clojure;Groovy;JavaScript;Python;SQL;Swift;TypeScript;Yarn;ASP.NET;Node.js;React.js;AWS;Firebase;Google Cloud;IBM Cloud or Watson;Microsoft Azure;PostgreSQL;SQLite
DEV25172,HTML/CSS;JavaScript;PHP;Python;SQL;Docker;npm;Laravel;Node.js;Vue.js;VMware;MariaDB;MySQL;PostgreSQL;SQLite
DEV25173,Bash/Shell;C++;Haskell;HTML/CSS;JavaScript;Kotlin;Lua;Python;R;Rust;Homebrew;npm;Node.js;SQLite
DEV25174,HTML/CSS;Java;JavaScript;Kotlin;TypeScript;Docker;npm;React.js;Svelte;Vue.js;MySQL;PostgreSQL
DEV25175,C#;JavaScript;Python;TypeScript;Docker;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Flask;jQuery;Node.js;React.js;AWS;Elasticsearch;Microsoft SQL Server;MongoDB;Neo4j;PostgreSQL;Redis
DEV25176,Bash/Shell;HTML/CSS;JavaScript;TypeScript;Docker;npm;Yarn;Fastify;Next.js;Node.js;React.js;AWS;DigitalOcean;MongoDB
DEV25177,Bash/Shell;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Docker;Kubernetes;npm;Angular;Express;Node.js;Vue.js;Google Cloud;Oracle Cloud Infrastructure;Elasticsearch;Oracle
DEV25178,HTML/CSS;JavaScript;Python;Docker;Homebrew;npm;Yarn;Flask;jQuery;React.js;AWS;Firebase;Google Cloud;Heroku;DynamoDB;PostgreSQL
DEV25179,C#;Dart;SQL;TypeScript;npm;ASP.NET Core ;Node.js;Vue.js;Firebase;Microsoft Azure;Microsoft SQL Server;Firebase Realtime Database;SQLite
DEV25180,Assembly;C;C++;Elixir;Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Yarn;Angular;Deno;Express;Gatsby;jQuery;Laravel;Next.js;Node.js;React.js;Vue.js;AWS;Firebase;Heroku;Cloud Firestore;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Firebase Realtime Database;Redis;SQLite
DEV25181,C#;C++;Java;Homebrew;npm;Angular;ASP.NET;ASP.NET Core ;AWS;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis;SQLite
DEV25182,C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA;npm;Microsoft SQL Server
DEV25183,C#;JavaScript;SQL;TypeScript;Yarn;Angular;ASP.NET;ASP.NET Core ;Blazor;jQuery;AWS;Firebase;Microsoft Azure;Microsoft SQL Server;Firebase Realtime Database;SQLite
DEV25184,C++;Java;JavaScript;Python;SQL;npm;Flask;React.js;AWS;Google Cloud;DynamoDB;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;SQLite
DEV25185,HTML/CSS;JavaScript;PHP;SQL;Docker;jQuery;MariaDB;MySQL
DEV25186,JavaScript;Python;TypeScript;npm;React.js;MongoDB;SQLite
DEV25187,Dart;Java;AWS;DigitalOcean;Firebase;Google Cloud;Heroku;Microsoft Azure;MongoDB;MySQL;Firebase Realtime Database;SQLite
DEV25188,JavaScript;PHP;TypeScript;npm;Yarn;React.js;AWS;Google Cloud;MySQL
DEV25189,Java;Kotlin;Scala;Firebase;MySQL;SQLite
DEV25190,HTML/CSS;JavaScript;npm;Yarn;Angular;React.js;Heroku
DEV25191,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;MATLAB;Microsoft Azure
DEV25192,Java;JavaScript;SQL;TypeScript;Docker;Kubernetes;npm;Terraform;Angular;React.js;AWS;MySQL;Oracle;PostgreSQL
DEV25193,Python;Django;AWS;Google Cloud;Heroku;Elasticsearch;PostgreSQL
DEV25194,C++;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Kubernetes;AWS;MongoDB;MySQL;Oracle;PostgreSQL
DEV25195,Objective-C;Swift;ASP.NET;AWS;Microsoft Azure;Microsoft SQL Server;MongoDB;Firebase Realtime Database
DEV25196,Bash/Shell;Groovy;PowerShell;Python;SQL;Ansible;Docker;Kubernetes;Terraform;AWS;Google Cloud;VMware;Cassandra;DynamoDB;Microsoft SQL Server;MongoDB;MySQL;Oracle
DEV25197,HTML/CSS;JavaScript;TypeScript;Ansible;Docker;Homebrew;Kubernetes;npm;Node.js;React.js;AWS;MongoDB
DEV25198,Assembly;C;C++;Dart;HTML/CSS;JavaScript;MATLAB;Python;R;TypeScript;npm;Yarn;Angular.js;Django;Express;FastAPI;Flask;Gatsby;Node.js;React.js;AWS;Google Cloud;MongoDB;MySQL;PostgreSQL
DEV25199,Clojure;Kubernetes;React.js;Google Cloud;PostgreSQL
DEV25200,HTML/CSS;Java;JavaScript;Ansible;Docker;Kubernetes;npm;Angular;Angular.js;Express;Node.js;Play Framework;React.js;Elasticsearch;MongoDB;MySQL
DEV25201,APL;Assembly;Bash/Shell;C;C#;C++;Dart;HTML/CSS;Java;Kotlin;PHP;PowerShell;Python;Ruby;SQL;Swift;Django;Express;jQuery;Laravel;Node.js;AWS;DigitalOcean;Firebase;Heroku;MySQL;Oracle
DEV25202,Assembly;C;C++;Haskell;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;Homebrew;Django;Express;Node.js;DigitalOcean;Firebase;Google Cloud;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite
DEV25203,HTML/CSS;Java;Python;SQL;Ansible;Flask;Vue.js;Microsoft SQL Server;Oracle;PostgreSQL
DEV25204,JavaScript;TypeScript;npm;Angular;AWS;Firebase Realtime Database
DEV25205,Python;SQL;Kubernetes;Flask;Oracle Cloud Infrastructure;VMware;Cassandra;Microsoft SQL Server;PostgreSQL
DEV25206,HTML/CSS;JavaScript;PHP;Ruby;SQL;npm;Ruby on Rails;Heroku;MariaDB;MySQL
DEV25207,C;Clojure;Java;SQL;VBA;Oracle;SQLite
DEV25208,HTML/CSS;Java;JavaScript;SQL;TypeScript;Docker;npm;Angular;Express;Node.js;React.js;Heroku;Oracle Cloud Infrastructure;MySQL;PostgreSQL
DEV25209,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL;npm;jQuery;Laravel;Node.js;Vue.js;AWS;DigitalOcean;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL
DEV25210,Bash/Shell;Go;Java;JavaScript;Kotlin;Python;SQL;TypeScript;Docker;Homebrew;Kubernetes;npm;Terraform;Yarn;jQuery;Next.js;React.js;AWS;MariaDB;MongoDB;MySQL;PostgreSQL;Redis
DEV25211,Bash/Shell;SQL;AWS;Oracle
DEV25212,Go;HTML/CSS;JavaScript;SQL;npm;Yarn;Node.js;React.js;Elasticsearch;PostgreSQL
DEV25213,JavaScript;PHP;npm;jQuery;Laravel;AWS;MySQL
DEV25214,Assembly;C;C#;COBOL;HTML/CSS;Java;JavaScript;MATLAB;SQL;TypeScript;Docker;npm;Yarn;Angular;ASP.NET;ASP.NET Core ;React.js;Microsoft Azure;MongoDB;MySQL;PostgreSQL;Redis
DEV25215,Java;Python;Scala;SQL;Ansible;Homebrew;Yarn;Flask;AWS;IBM DB2
DEV25216,C#;SQL;SQLite
DEV25217,
DEV25218,Java;JavaScript;Docker;Homebrew;Kubernetes;npm;Terraform;Node.js;React.js;AWS;Cassandra;PostgreSQL;Redis
DEV25219,Bash/Shell;HTML/CSS;JavaScript;SQL;TypeScript;Docker;npm;Terraform;Yarn;Express;Fastify;Next.js;Node.js;React.js;AWS;DigitalOcean;Firebase;Cloud Firestore;DynamoDB;PostgreSQL;Firebase Realtime Database;Redis;SQLite
DEV25220,C#;C++;Go;Java;JavaScript;Solidity;SQL;Docker;jQuery;Node.js;React.js;Vue.js;AWS;Google Cloud;Microsoft Azure;MariaDB;MongoDB;Neo4j;Redis
DEV25221,C;C++;HTML/CSS;Java;JavaScript;SQL;jQuery;VMware;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite
DEV25222,C++;Docker
DEV25223,Bash/Shell;C;Elixir;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Docker;Homebrew;npm;Terraform;Yarn;Next.js;Node.js;Phoenix;React.js;AWS;Elasticsearch;PostgreSQL
DEV25224,Objective-C;Swift;Microsoft Azure
DEV25225,Bash/Shell;Groovy;HTML/CSS;JavaScript;PowerShell;Python;TypeScript;Docker;Terraform;Yarn;Express;Node.js;React.js;AWS;Microsoft Azure;DynamoDB;MongoDB;Redis
DEV25226,SQL;Swift;AWS;Google Cloud;Firebase Realtime Database
DEV25227,C#;C++;HTML/CSS;Java;JavaScript;SQL;npm;Unity 3D;ASP.NET;ASP.NET Core ;Blazor;jQuery;Node.js;React.js;Microsoft Azure;OVH;Microsoft SQL Server;SQLite
DEV25228,Java;JavaScript;Kotlin;TypeScript;npm;Express;Node.js;Vue.js;Firebase;Google Cloud;Cloud Firestore;Redis
DEV25229,Bash/Shell;Java;JavaScript;Python;TypeScript;Flask;Vue.js;AWS;VMware;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite
DEV25230,Bash/Shell;C++;Groovy;Java;Python;Rust;Docker
DEV25231,C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;SQL;VBA;Docker;Kubernetes;npm;ASP.NET;ASP.NET Core ;Blazor;jQuery;Microsoft Azure;VMware;Microsoft SQL Server;MySQL;SQLite
DEV25232,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;SQL;Docker;jQuery;MySQL
DEV25233,HTML/CSS;JavaScript;Solidity;npm;Node.js;React.js;Firebase;Heroku;Cloud Firestore;MySQL;PostgreSQL;Firebase Realtime Database
DEV25234,Bash/Shell;Clojure;Java;JavaScript;Kotlin;SQL;Docker;Homebrew;Terraform;AWS;OpenStack;DynamoDB;Elasticsearch;Microsoft SQL Server;PostgreSQL
DEV25235,C#;C++;Groovy;Java;SQL;Elasticsearch;MySQL;Oracle;PostgreSQL
DEV25236,Assembly;Bash/Shell;C;C++;JavaScript;PHP;Swift;Homebrew
DEV25237,HTML/CSS;Java;JavaScript;PHP;PowerShell;TypeScript;Docker;Flow;Homebrew;Kubernetes;npm;Terraform;Yarn;Express;Laravel;Next.js;Node.js;Nuxt.js;React.js;Vue.js;AWS;DigitalOcean;Firebase;Google Cloud;DynamoDB;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Firebase Realtime Database;Redis;SQLite
DEV25238,Python;Docker;Django;React.js;AWS;MySQL;PostgreSQL;SQLite
DEV25239,Java;Python;Docker;Django;AWS;MySQL;PostgreSQL
DEV25240,HTML/CSS;JavaScript;PHP;SQL;TypeScript;Docker;npm;Angular;Express;Next.js;Node.js;Google Cloud;MariaDB;MySQL
